no.,serial_number_for_camera,precinct,police_office,location
12631,NB014,內湖,潭美,南京東路6段(潭美國小後門斜對面)
12632,NB015,內湖,潭美,潭美街321號對面
12633,NB016,內湖,潭美,新明路92號前
12634,NB016,內湖,潭美,新明路92號前
12635,NB017,內湖,潭美,新明路380巷4弄17號前
12636,NB017,內湖,潭美,新明路380巷4弄17號前
12637,NB018,內湖,潭美,成功橋下
12638,NB018,內湖,潭美,成功橋下
12639,NB019,內湖,潭美,新明路250號
12640,NB019,內湖,潭美,新明路250號
12641,NB020,內湖,潭美,成美橋下
12642,NB020,內湖,潭美,成美橋下
12643,NB021,內湖,潭美,潭美街135號前
12644,NB021,內湖,潭美,潭美街135號前
12645,NB022,內湖,潭美,新明路194號前
12646,NB022,內湖,潭美,新明路194號前
12647,NB023,內湖,潭美,新明路272號
12648,NB024,內湖,潭美,堤頂大道1段與行善路口
12649,NB024,內湖,潭美,堤頂大道1段與行善路口
12650,NB025,內湖,潭美,行善路35號左側廣場
12651,NB025,內湖,潭美,行善路35號左側廣場
12652,NB026,內湖,潭美,北市內湖區行善路25巷口路口監控
12653,NB027,內湖,潭美,行善路與民善街口
12654,NB027,內湖,潭美,行善路與民善街口
12655,NB028,內湖,潭美,行善路與舊宗路口中央分隔島
12656,NB029,內湖,潭美,環東快速道路下舊宗路一段引道出口（南港往內湖）
12657,NB030,內湖,潭美,行善路111巷與安興街口(東側燈桿)
12658,NB031,內湖,潭美,行善路59巷與南京東路6段交叉口
12659,NB032,內湖,潭美,南京東路6段與堤頂大道交叉口(北側)
12660,NB033,內湖,潭美,堤頂大道1段與潭美街口
12661,NB034,內湖,潭美,新明路536巷與潭美街口
12662,NB035,內湖,潭美,潭美街95號對面
12663,NB036,內湖,潭美,新明路498巷14弄口西方30米前
12664,NB037,內湖,潭美,南京東路6段46號前
12665,NB038,內湖,潭美,新明路460巷32弄4號前
12666,NB039,內湖,潭美,新明路380巷4弄1號旁
12667,NB040,內湖,潭美,新明路380巷6弄2號
12668,NB041,內湖,潭美,南京東路6段176號前
12669,NB042,內湖,潭美,潭美街215號對面
12670,NB043,內湖,潭美,安康路46號對面
12671,NB044,內湖,潭美,永保街與安康路口
12672,NB045,內湖,潭美,安康路28號對面
12673,NB046,內湖,潭美,南京東路6段新明路246巷口
12674,NB047,內湖,潭美,南京東路6段318號對面
12675,NB048,內湖,潭美,南京東路6段新明路174巷口
12676,NB049,內湖,潭美,南京東路6段、新明路126巷口(西側)
12677,NB050,內湖,潭美,堤頂大道1段1號旁(彩虹人行陸橋出入口對面)
12678,NB051,內湖,潭美,成功路2段115巷47弄口對面
12679,NB052,內湖,潭美,潭美街(行善公園)
12680,NB053,內湖,潭美,新明路217號
12681,NB054,內湖,潭美,新明路245號
12682,NB054,內湖,潭美,新明路245號
12683,NB055,內湖,潭美,新明路297號
12684,NB055,內湖,潭美,新明路297號
12685,NB056,內湖,潭美,新明路323號前
12686,NB056,內湖,潭美,新明路323號前
12687,NB057,內湖,潭美,新明路248號前
12688,NB057,內湖,潭美,新明路248號前
12689,NB058,內湖,潭美,成功路2段圓環(國道一號南下出口)
12690,NB060,內湖,潭美,成功路2段圓環(國道1號北上入口)
12691,NB061,內湖,潭美,舊宗路1段50號前中央分隔島
12692,NB061,內湖,文德,舊宗路1段50號前中央分隔島
12693,NB062,內湖,潭美,南京東路6段與舊宗路口中央分隔島(東側)
12694,NB062,內湖,潭美,南京東路6段與舊宗路口中央分隔島(東側)
12695,NB063,內湖,潭美,南京東路6段新明路298巷
12696,NB064,內湖,潭美,南京東路6段舊宗路1段轉角
12697,NB065,內湖,潭美,新明路426巷底(南京東路6段交叉口)
12698,NB066,內湖,潭美,行善路59巷底(安興街交叉口)
12699,NB067,內湖,潭美,麥帥一橋下與潭美街口
12700,NB068,內湖,潭美,新明路548巷2弄口
12701,NB069,內湖,潭美,麥帥一橋下與潭美街口
12702,NB070,內湖,潭美,新明路143巷、潭美街口
12703,NB071,內湖,潭美,新明路280號
12704,NB072,內湖,潭美,潭美街287號前(基13號疏散門旁)
12705,NB073,內湖,潭美,行善路與舊宗路口中央分隔島
12706,NB074,內湖,潭美,南京東路6段200號前
12707,NB075,內湖,潭美,永保街與安康路口
12708,NB076,內湖,潭美,安康路28號對面(西側)
12709,NB077,內湖,潭美,新明路221號
12710,NB078,內湖,潭美,行善路與舊宗路口中央分隔島
12711,NB079,內湖,潭美,安康路46號對面(西側)
12712,NB080,內湖,潭美,南京東路6段、新明路126巷口(東側)
12713,NB081,內湖,潭美,新明路219巷往西100M(19號燈桿)
12714,NB082,內湖,潭美,民權東路6段232巷21號對面燈桿
12715,NB083,內湖,潭美,行善路15號前
12716,NB084,內湖,潭美,堤頂大道1段與南京東路6段分隔島
12717,NB085,內湖,潭美,成功路2段安康路口
12718,NB086,內湖,潭美,南京東路6段與堤頂大道交叉口(東北側)
12719,NB006,內湖,潭美,新明路290號旁(南港往內湖) ??
12720,NC001,內湖,西湖,內湖路1段122號
12721,NC001,內湖,西湖,內湖路1段122號
12722,NC002,內湖,西湖,內湖路1段120巷  堤頂大道2段口
12723,NC003,內湖,西湖,內湖路1段93號前(分隔島上)
12724,NC003,內湖,西湖,內湖路1段93號前(分隔島上)
12725,NC004,內湖,西湖,內湖路1段59號旁
12726,NC004,內湖,西湖,內湖路1段59號旁
12727,NC005,內湖,西湖,內湖路1段1號前
12728,NC006,內湖,西湖,內湖路1段91巷24弄2號
12729,NC007,內湖,西湖,內湖路1段91巷12弄口
12730,NC008,內湖,西湖,內湖路1段47巷26號前
12731,NC009,內湖,西湖,文湖街21巷100弄6號
12732,NC010,內湖,西湖,文湖街21巷104號前
12733,NC011,內湖,西湖,文湖街21巷98弄1-1號前
12734,NC012,內湖,西湖,文湖街21巷92弄口
12735,NC013,內湖,西湖,內湖路1段91巷39弄35-1號前對面
12736,NC014,內湖,西湖,文湖街21巷36號前
12737,NC015,內湖,西湖,北市內湖區內湖路1段91巷34號旁路口監控
12738,NC016,內湖,西湖,文湖街61號對面
12739,NC017,內湖,西湖,內湖路1段47巷與文湖街11巷口
12740,NC018,內湖,西湖,內湖路1段47巷6弄口
12741,NC018,內湖,西湖,內湖路1段47巷6弄口
12742,NC019,內湖,西湖,文湖街21巷80號
12743,NC021,內湖,西湖,環山路1段24巷2號
12744,NC021,內湖,西湖,環山路1段24巷2號
12745,NC022,內湖,西湖,環山路1段25號斜對面
12746,NC023,內湖,西湖,內湖路1段47巷22弄底
12747,NC024,內湖,西湖,內湖路1段225巷3弄底(25號旁)
12748,NC025,內湖,西湖,內湖路1段126號前燈桿
12749,NC026,內湖,西湖,內湖路1段409號
12750,NC026,內湖,西湖,內湖路1段409號
12751,NC027,內湖,西湖,內湖路1段388號前分隔島
12752,NC027,內湖,西湖,內湖路1段388號前分隔島
12753,NC028,內湖,西湖,內湖路一段589號前(分隔島上)
12754,NC028,內湖,西湖,內湖路一段589號前(分隔島上)
12755,NC029,內湖,西湖,內湖路1段607號前
12756,NC029,內湖,西湖,內湖路1段607號前
12757,NC030,內湖,西湖,北市內湖區內湖路1段629巷40弄2號旁（路口監控）
12758,NC031,內湖,西湖,內湖路1段439號
12759,NC031,內湖,西湖,內湖路1段439號
12760,NC032,內湖,西湖,內湖路1段629巷12弄1號前
12761,NC033,內湖,西湖,內湖路1段629巷36弄3號
12762,NC034,內湖,西湖,內湖路1段389號
12763,NC034,內湖,西湖,內湖路1段389號
12764,NC035,內湖,西湖,內湖路1段359巷2號
12765,NC035,內湖,西湖,內湖路1段359巷2號
12766,NC036,內湖,西湖,內湖路1段411巷19弄口(3號對面)
12767,NC037,內湖,西湖,內湖路1段591巷12號
12768,NC038,內湖,西湖,內湖路1段591巷6號前
12769,NC039,內湖,西湖,內湖路1段437巷4弄口
12770,NC040,內湖,西湖,麗山街362之7號
12771,NC041,內湖,西湖,北市內湖區麗山街348巷口(路口監控)
12772,NC042,內湖,西湖,麗山街385巷口
12773,NC043,內湖,西湖,內湖路1段411巷9弄1號前
12774,NC044,內湖,文德,瑞光路316巷  堤頂大道1段口
12775,NC045,內湖,西湖,環山路1段110號
12776,NC045,內湖,西湖,環山路1段110號
12777,NC046,內湖,西湖,內湖路1段91巷37弄25號燈桿
12778,NC047,內湖,西湖,環山路1段98號
12779,NC047,內湖,西湖,環山路1段98號
12780,NC048,內湖,西湖,環山路1段136巷10弄口
12781,NC048,內湖,西湖,環山路1段136巷10弄口
12782,NC049,內湖,西湖,環山路1段136巷底
12783,NC049,內湖,西湖,環山路1段136巷底
12784,NC050,內湖,西湖,環山路1段74號邊
12785,NC051,內湖,西湖,環山路1段68號
12786,NC051,內湖,西湖,環山路1段68號
12787,NC052,內湖,西湖,文湖街81弄口
12788,NC053,內湖,西湖,內湖路1段91巷92弄46號
12789,NC054,內湖,西湖,內湖路1段91巷33號前
12790,NC055,內湖,西湖,內湖路1段91巷35弄3號
12791,NC055,內湖,西湖,內湖路1段91巷35弄3號
12792,NC057,內湖,西湖,內湖路1段91巷37弄4號
12793,NC058,內湖,西湖,內湖路1段91巷150號
12794,NC059,內湖,西湖,內湖路1段91巷35弄62號
12795,NC060,內湖,西湖,內湖路1段91巷35弄23號前
12796,NC061,內湖,西湖,內湖路1段91巷37弄底
12797,NC062,內湖,西湖,內湖路1段91巷39弄前
12798,NC063,內湖,西湖,環山路1段60巷口
12799,NC065,內湖,西湖,瑞光路548巷  堤頂大道2段口
12800,NC065,內湖,西湖,瑞光路548巷  堤頂大道2段口
12801,NC066,內湖,西湖,基湖路  堤頂大道2段口
12802,NC066,內湖,西湖,基湖路  堤頂大道2段口
12803,NC067,內湖,西湖,基湖路與瑞光路口
12804,NC095,內湖,西湖,基湖路3巷口
12805,NC068,內湖,西湖,北市內湖區內湖路1段240號旁路口監控
12806,NC068,內湖,西湖,北市內湖區內湖路1段240號旁路口監控
12807,NC069,內湖,西湖,內湖路1段287號
12808,NC069,內湖,西湖,內湖路1段287號
12809,NC070,內湖,西湖,環山路1段與文湖街口
12810,NC070,內湖,西湖,環山路1段與文湖街口
12811,NC071,內湖,西湖,瑞光路548巷口
12812,NC072,內湖,西湖,瑞光路583巷31號
12813,NC073,內湖,西湖,內湖路1段323巷4弄16號
12814,NC074,內湖,西湖,環山路1段59巷7號前門
12815,NC075,內湖,西湖,內湖路1段285巷8弄1號
12816,NC076,內湖,西湖,內湖路1段285巷69弄57號旁
12817,NC077,內湖,西湖,內湖路1段285巷65弄18號
12818,NC078,內湖,西湖,內湖路1段285巷68弄口
12819,NC079,內湖,西湖,內湖路1段351巷18號
12820,NC080,內湖,西湖,內湖路1段341號
12821,NC081,內湖,西湖,內湖路1段323巷口(325號旁)
12822,NC081,內湖,西湖,內湖路1段323巷口(325號旁)
12823,NC082,內湖,西湖,內湖路1段323巷3弄2號前
12824,NC083,內湖,西湖,內湖路1段323巷18弄1號
12825,NC084,內湖,西湖,環山路1段59巷7號旁
12826,NC085,內湖,西湖,環山路1段59巷10弄22號前
12827,NC086,內湖,西湖,內湖路1段323巷16弄至18弄中間
12828,NC087,內湖,西湖,內湖路1段285巷69弄2號
12829,NC088,內湖,西湖,內湖路1段285巷65弄2號
12830,NC089,內湖,西湖,內湖路1段239號前
12831,NC089,內湖,西湖,內湖路1段239號前
12832,NC090,內湖,西湖,環山路1段6號前
12833,NC090,內湖,西湖,環山路1段6號前
12834,NC091,內湖,西湖,文湖街21巷口對面
12835,NC092,內湖,西湖,環山路1段59巷口61號
12836,NC093,內湖,西湖,環山路1段83號東邊10米處
12837,NC094,內湖,西湖,內湖路1段91巷102弄12號前燈桿
12838,ND001,內湖,大湖,民權東路6段（民權隧道口）
12839,ND001,內湖,大湖,民權東路6段（民權隧道口）
12840,ND002,內湖,大湖,民權東路6段413巷底 (民權東路6段415之1號轉角)
12841,ND003,內湖,大湖,民權東路6段423巷9弄口
12842,ND003,內湖,大湖,民權東路6段423巷9弄口
12843,ND004,內湖,大湖,民權東路6段487號
12844,ND004,內湖,大湖,民權東路6段487號
12845,ND005,內湖,大湖,成功路4段317號前號誌桿
12846,ND073,內湖,大湖,成功路5段35巷口對面燈桿
12847,ND006,內湖,大湖,成功路5段與民權東路6段口(東北角號誌)
12848,ND006,內湖,大湖,成功路5段與民權東路6段口(東北角號誌)
12849,ND007,內湖,大湖,北市內湖區成功路5段462號前(麗湖飯店前)路口監控
12850,ND007,內湖,大湖,北市內湖區成功路5段462號前(麗湖飯店前)路口監控
12851,ND008,內湖,大湖,金湖路363巷101號
12852,ND008,內湖,大湖,金湖路363巷101號
12853,ND009,內湖,大湖,成功路5段450巷21弄底
12854,ND009,內湖,大湖,成功路5段450巷21弄底
12855,ND010,內湖,大湖,康寧路3段73號旁
12856,ND010,內湖,大湖,康寧路3段73號旁
12857,ND011,內湖,大湖,康寧路3段75巷137號對面
12858,ND012,內湖,大湖,成功路5段450巷23弄口
12859,ND012,內湖,大湖,成功路5段450巷23弄口
12860,ND013,內湖,大湖,成功路5段450巷22弄口
12861,ND014,內湖,大湖,成功路5段35巷口對面號誌桿
12862,ND014,內湖,大湖,成功路5段35巷口對面號誌桿
12863,ND015,內湖,大湖,北市內湖區成功路5段420巷26號前（康寧醫院）路口監控
12864,ND016,內湖,大湖,成功路5段420巷口
12865,ND016,內湖,大湖,成功路5段420巷口
12866,ND017,內湖,大湖,成功路5段45巷16-18號對面
12867,ND017,內湖,大湖,成功路5段45巷16-18號對面
12868,ND018,內湖,大湖,成功路5段39號前
12869,ND018,內湖,大湖,成功路5段39號前
12870,ND019,內湖,大湖,成功路5段35巷底
12871,ND020,內湖,大湖,金湖路403號
12872,ND020,內湖,大湖,金湖路403號
12873,ND021,內湖,大湖,金湖路360號
12874,ND021,內湖,大湖,金湖路360號
12875,ND022,內湖,大湖,金湖路363巷365號(前安全島上)
12876,ND022,內湖,大湖,金湖路363巷365號(前安全島上)
12877,ND023,內湖,大湖,金湖路363巷365號(前安全島)
12878,ND023,內湖,大湖,金湖路363巷365號(前安全島)
12879,ND024,內湖,大湖,金湖路363巷8號(麗湖國小)
12880,ND024,內湖,大湖,金湖路363巷8號
12881,ND025,內湖,大湖,金湖路363巷67弄2號
12882,ND026,內湖,大湖,民權東路6段191巷金湖路363巷路口
12883,ND026,內湖,大湖,民權東路6段191巷金湖路363巷路口
12884,ND027,內湖,大湖,金湖路363巷67弄底
12885,ND028,內湖,大湖,金湖路347巷116 ~ 124號旁 (靠180弄口)
12886,ND028,內湖,大湖,金湖路347巷116 ~ 124號旁 (靠180弄口)
12887,ND029,內湖,大湖,金湖路343號前
12888,ND029,內湖,大湖,金湖路343號前
12889,ND030,內湖,大湖,金湖路326巷口
12890,ND030,內湖,大湖,金湖路326巷口
12891,ND031,內湖,大湖,金湖路326巷41 ~ 47號前
12892,ND032,內湖,大湖,北市內湖區金湖路268號前路口監控
12893,ND032,內湖,大湖,北市內湖區金湖路268號前路口監控
12894,ND033,內湖,大湖,成功路5段170巷前分隔島
12895,ND033,內湖,大湖,成功路5段170巷前分隔島
12896,ND034,內湖,大湖,成功路5段31號前（大湖游泳池）
12897,ND034,內湖,大湖,成功路5段31號前（大湖游泳池）
12898,ND035,內湖,大湖,大湖街168巷16號對面(奇緣音樂坊前)
12899,ND036,內湖,大湖,大湖街168巷48號
12900,ND037,內湖,大湖,大湖街166巷50號橋頭邊
12901,ND037,內湖,大湖,大湖街166巷50號橋頭邊
12902,ND038,內湖,大湖,北市內湖區大湖街166巷10號前路口監控
12903,ND039,內湖,大湖,大湖街158巷1號前
12904,ND040,內湖,大湖,成功路4段347號前
12905,ND040,內湖,大湖,成功路4段347號前
12906,ND041,內湖,大湖,成功路4段323巷9弄口
12907,ND042,內湖,大湖,成功路4段323巷口
12908,ND042,內湖,大湖,成功路4段323巷口
12909,ND043,內湖,大湖,成功路4段322號前
12910,ND043,內湖,大湖,成功路4段322號前
12911,ND044,內湖,大湖,北市內湖區成功路4段294巷口路口監控
12912,ND044,內湖,大湖,北市內湖區成功路4段294巷口路口監控
12913,ND045,內湖,大湖,成功路5段與大湖街131巷口中央分隔島
12914,ND045,內湖,大湖,成功路5段與大湖街131巷口中央分隔島
12915,ND046,內湖,大湖,大湖街131巷18弄口
12916,ND047,內湖,大湖,成功路4段294巷與大湖山莊168巷口
12917,ND048,內湖,大湖,成功路4段324巷4弄與大湖街131巷2弄口
12918,ND049,內湖,大湖,成功路5段與康湖路口
12919,ND049,內湖,大湖,成功路5段與康湖路口
12920,ND050,內湖,大湖,成功路5段與大湖山莊街口
12921,ND050,內湖,大湖,成功路5段與大湖山莊街口
12922,ND051,內湖,大湖,大湖山莊街口
12923,ND052,內湖,大湖,康湖街與成功路5段三角分隔島號誌桿
12924,ND052,內湖,大湖,康湖街與成功路5段三角分隔島號誌桿
12925,ND071,內湖,大湖,大湖山莊街219巷90號對面
12926,ND053,內湖,大湖,成功路5段170巷口
12927,ND054,內湖,大湖,成功路5段152巷口
12928,ND054,內湖,大湖,成功路5段152巷口
12929,ND055,內湖,大湖,大湖山莊街117號
12930,ND056,內湖,大湖,大湖山莊街63巷底對面
12931,ND057,內湖,大湖,大湖山莊街127號
12932,ND058,內湖,大湖,北市內湖區大湖山莊街153號前路口監控
12933,ND059,內湖,大湖,大湖山莊街169巷口
12934,ND060,內湖,大湖,大湖山莊街177巷25號對面
12935,ND061,內湖,大湖,大湖山莊街177巷口
12936,ND062,內湖,大湖,大湖山莊街207號
12937,ND063,內湖,大湖,大湖山莊街219巷口
12938,ND064,內湖,大湖,大湖山莊街202巷口
12939,ND065,內湖,大湖,大湖山莊街底
